age,education,marital-status,race,workclass,education-num,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,native-country,income
*,No-Degree,Partnered,White,Private,7,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,Asian-Pac-Islander,Self-emp-inc,10,Exec-managerial,Husband,Male,0,0,75,Thailand,>50K
*,No-Degree,Not-Partnered,White,?,10,?,Own-child,Male,0,0,24,Canada,<=50K
*,No-Degree,Partnered,White,Private,9,Exec-managerial,Husband,Male,0,0,40,United-States,>50K
*,Degree,Not-Partnered,White,Private,13,Prof-specialty,Not-in-family,Female,0,0,45,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Wife,Female,0,0,40,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Exec-managerial,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,5,Other-service,Own-child,Male,1055,0,24,United-States,<=50K
*,Degree,Partnered,White,Self-emp-not-inc,14,Farming-fishing,Husband,Male,2407,0,98,United-States,<=50K
*,Degree,Not-Partnered,White,Local-gov,14,Prof-specialty,Own-child,Male,0,0,35,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Prof-specialty,Own-child,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,Black,Private,9,Handlers-cleaners,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Craft-repair,Husband,Male,7298,0,40,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,10,Exec-managerial,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Tech-support,Own-child,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Machine-op-inspct,Wife,Female,7298,0,48,United-States,>50K
*,Degree,Not-Partnered,White,Private,13,Prof-specialty,Not-in-family,Female,0,0,15,Germany,<=50K
*,No-Degree,Partnered,White,Local-gov,10,Craft-repair,Husband,Male,5178,0,40,United-States,>50K
*,Degree,Not-Partnered,Black,Private,12,Sales,Unmarried,Female,0,0,45,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Prof-specialty,Not-in-family,Female,0,0,42,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Handlers-cleaners,Own-child,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Federal-gov,14,Sales,Husband,Male,15024,0,40,United-States,>50K
*,Degree,Partnered,White,Private,15,Prof-specialty,Husband,Male,0,0,60,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,10,Other-service,Not-in-family,Male,0,0,45,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Exec-managerial,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,4,Craft-repair,Husband,Male,0,0,40,Ecuador,<=50K
*,Degree,Partnered,White,Private,13,Prof-specialty,Husband,Male,0,0,45,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Prof-specialty,Not-in-family,Female,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Local-gov,13,Protective-serv,Not-in-family,Male,0,0,56,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Sales,Own-child,Male,0,0,45,United-States,<=50K
*,Degree,Not-Partnered,Black,Private,13,Tech-support,Unmarried,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Transport-moving,Husband,Male,0,0,16,United-States,<=50K
*,Degree,Not-Partnered,White,Self-emp-inc,13,Sales,Not-in-family,Female,0,0,60,United-States,<=50K
*,Degree,Partnered,Asian-Pac-Islander,?,14,?,Wife,Female,3464,0,40,?,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Craft-repair,Own-child,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Sales,Not-in-family,Male,0,0,80,United-States,<=50K
*,Degree,Partnered,White,Private,13,Adm-clerical,Husband,Male,7688,0,40,United-States,>50K
*,No-Degree,Not-Partnered,Asian-Pac-Islander,Private,10,Other-service,Not-in-family,Female,0,0,25,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Transport-moving,Husband,Male,0,0,45,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Sales,Husband,Male,4386,0,40,United-States,>50K
*,No-Degree,Partnered,Asian-Pac-Islander,Private,10,Adm-clerical,Wife,Female,0,0,40,Laos,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Adm-clerical,Not-in-family,Female,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,12,Tech-support,Not-in-family,Male,0,0,45,United-States,<=50K
*,Degree,Not-Partnered,White,Private,12,Prof-specialty,Not-in-family,Female,0,0,33,United-States,<=50K
*,Degree,Partnered,White,Private,12,Adm-clerical,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Partnered,White,Self-emp-inc,10,Farming-fishing,Husband,Male,0,0,54,United-States,>50K
*,Degree,Not-Partnered,White,Private,13,Sales,Not-in-family,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,Asian-Pac-Islander,Private,14,Exec-managerial,Husband,Male,7298,0,35,Taiwan,>50K
*,No-Degree,Not-Partnered,Black,?,10,?,Own-child,Female,0,0,25,United-States,<=50K
*,Degree,Not-Partnered,Black,Self-emp-not-inc,13,Prof-specialty,Not-in-family,Female,0,0,40,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,10,Sales,Own-child,Male,0,0,15,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Machine-op-inspct,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,10,Sales,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,3,Machine-op-inspct,Other-relative,Female,0,0,40,Mexico,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Tech-support,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Other-service,Not-in-family,Female,0,0,24,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,9,Exec-managerial,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Craft-repair,Husband,Male,0,1485,50,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Transport-moving,Not-in-family,Male,0,0,45,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,7,Exec-managerial,Not-in-family,Female,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Self-emp-not-inc,14,Craft-repair,Husband,Male,0,0,10,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,9,Farming-fishing,Husband,Male,0,0,45,United-States,<=50K
*,Degree,Not-Partnered,Black,?,11,?,Own-child,Female,0,0,15,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Prof-specialty,Wife,Female,0,1887,50,United-States,>50K
*,No-Degree,Partnered,White,Self-emp-not-inc,9,Handlers-cleaners,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Transport-moving,Not-in-family,Male,2050,0,55,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,10,Craft-repair,Not-in-family,Male,0,0,45,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Adm-clerical,Not-in-family,Male,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,11,Other-service,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Local-gov,6,Adm-clerical,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Transport-moving,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,3,Other-service,Other-relative,Male,0,0,48,Mexico,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Craft-repair,Other-relative,Male,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,14,Prof-specialty,Not-in-family,Male,0,0,60,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,9,Sales,Unmarried,Male,0,0,30,Haiti,<=50K
*,No-Degree,Partnered,Black,Private,9,Other-service,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,12,Sales,Not-in-family,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,11,Craft-repair,Husband,Male,7298,0,40,United-States,>50K
*,No-Degree,Partnered,White,State-gov,9,Protective-serv,Husband,Male,7298,0,40,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,9,Farming-fishing,Not-in-family,Male,0,0,20,United-States,<=50K
*,No-Degree,Not-Partnered,Black,State-gov,10,Protective-serv,Own-child,Female,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Self-emp-not-inc,13,Sales,Not-in-family,Male,0,0,42,United-States,<=50K
*,No-Degree,Partnered,White,?,7,?,Husband,Male,0,0,8,United-States,<=50K
*,Degree,Not-Partnered,White,?,11,?,Unmarried,Female,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,12,Other-service,Not-in-family,Male,0,0,25,Iran,<=50K
*,Degree,Not-Partnered,White,Private,13,Prof-specialty,Own-child,Male,0,0,25,United-States,<=50K
*,Degree,Partnered,White,Private,13,Exec-managerial,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Other-service,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,13,Exec-managerial,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Partnered,White,Local-gov,7,Transport-moving,Husband,Male,0,0,30,United-States,<=50K
*,Degree,Partnered,White,?,13,?,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Partnered,White,Federal-gov,9,Adm-clerical,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Not-Partnered,Other,Private,7,Other-service,Unmarried,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,11,Tech-support,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Adm-clerical,Wife,Female,0,0,35,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,5,Craft-repair,Husband,Male,0,0,40,Portugal,<=50K
*,No-Degree,Partnered,White,Private,6,Other-service,Wife,Female,0,0,24,United-States,<=50K
*,Degree,Partnered,White,Private,14,Prof-specialty,Husband,Male,0,0,40,United-States,>50K
*,Degree,Partnered,White,Private,13,Transport-moving,Husband,Male,0,0,45,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Exec-managerial,Not-in-family,Male,0,1564,45,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Sales,Not-in-family,Male,0,0,55,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,10,Sales,Husband,Male,0,0,45,United-States,<=50K
*,Degree,Not-Partnered,White,Private,12,Sales,Not-in-family,Female,0,0,15,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Exec-managerial,Not-in-family,Female,0,0,45,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,9,Sales,Unmarried,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Federal-gov,10,Adm-clerical,Unmarried,Female,0,0,15,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,7,Other-service,Own-child,Male,0,0,10,United-States,<=50K
*,Degree,Partnered,White,State-gov,11,Machine-op-inspct,Husband,Male,0,0,38,United-States,>50K
*,No-Degree,Partnered,Black,Private,9,Machine-op-inspct,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,9,Craft-repair,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Local-gov,10,Adm-clerical,Own-child,Female,0,0,10,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Wife,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Sales,Not-in-family,Male,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Self-emp-not-inc,14,Exec-managerial,Not-in-family,Male,0,0,30,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Sales,Husband,Male,0,0,50,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Transport-moving,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,3,Craft-repair,Not-in-family,Female,0,2339,45,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Sales,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Local-gov,10,Transport-moving,Wife,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Other-service,Not-in-family,Female,0,0,25,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Machine-op-inspct,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Adm-clerical,Wife,Female,0,2415,6,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,10,Adm-clerical,Own-child,Female,0,0,16,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Other-service,Other-relative,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Other-service,Wife,Female,0,0,40,United-States,>50K
*,Degree,Not-Partnered,White,Private,13,Craft-repair,Not-in-family,Male,0,0,50,United-States,<=50K
*,Degree,Not-Partnered,White,Self-emp-not-inc,12,Craft-repair,Not-in-family,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,State-gov,13,Exec-managerial,Husband,Male,7688,0,45,?,>50K
*,No-Degree,Not-Partnered,White,Private,9,Other-service,Not-in-family,Female,0,0,35,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Tech-support,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Handlers-cleaners,Unmarried,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,?,9,?,Other-relative,Female,0,0,35,United-States,<=50K
*,Degree,Partnered,White,Private,13,Exec-managerial,Husband,Male,0,0,55,United-States,>50K
*,Degree,Partnered,White,Self-emp-inc,13,Exec-managerial,Husband,Male,0,0,50,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,10,Handlers-cleaners,Own-child,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Other-service,Not-in-family,Female,0,0,40,United-States,<=50K
*,Degree,Partnered,White,State-gov,13,Protective-serv,Husband,Male,0,0,40,United-States,>50K
*,Degree,Not-Partnered,White,Private,11,Tech-support,Not-in-family,Female,0,0,64,United-States,<=50K
*,No-Degree,Partnered,Other,Private,4,Handlers-cleaners,Husband,Male,0,2179,40,Puerto-Rico,<=50K
*,Degree,Partnered,White,Private,14,Exec-managerial,Husband,Male,0,1977,65,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Adm-clerical,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,9,Craft-repair,Husband,Male,0,0,25,United-States,<=50K
*,No-Degree,Partnered,White,?,10,?,Wife,Female,0,1887,40,United-States,>50K
*,No-Degree,Partnered,White,Private,10,Exec-managerial,Husband,Male,0,0,50,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Local-gov,10,Other-service,Not-in-family,Female,0,0,24,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,9,Handlers-cleaners,Unmarried,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Exec-managerial,Unmarried,Female,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,16,Exec-managerial,Husband,Male,15024,0,60,United-States,>50K
*,No-Degree,Partnered,White,State-gov,10,Machine-op-inspct,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,8,Craft-repair,Not-in-family,Male,0,0,50,United-States,>50K
*,No-Degree,Partnered,White,Private,2,Machine-op-inspct,Husband,Male,0,0,40,Mexico,<=50K
*,No-Degree,Not-Partnered,White,Private,7,Other-service,Own-child,Female,0,0,19,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Local-gov,7,Machine-op-inspct,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,State-gov,9,Transport-moving,Unmarried,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Sales,Husband,Male,0,0,30,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,7,Handlers-cleaners,Own-child,Male,2176,0,18,United-States,<=50K
*,Degree,Partnered,White,State-gov,13,Exec-managerial,Wife,Female,0,0,40,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,9,Farming-fishing,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,6,Craft-repair,Unmarried,Female,0,0,35,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Transport-moving,Husband,Male,0,0,60,United-States,<=50K
*,Degree,Not-Partnered,White,Federal-gov,14,Prof-specialty,Not-in-family,Male,0,1408,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Handlers-cleaners,Not-in-family,Male,0,0,72,Dominican-Republic,<=50K
*,No-Degree,Partnered,White,Self-emp-inc,9,Exec-managerial,Husband,Male,0,0,40,United-States,>50K
*,Degree,Partnered,White,Local-gov,14,Prof-specialty,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,?,9,?,Not-in-family,Male,0,0,24,United-States,<=50K
*,No-Degree,Not-Partnered,White,?,7,?,Own-child,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Self-emp-not-inc,13,Prof-specialty,Not-in-family,Female,2174,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,12,Other-service,Wife,Female,0,0,25,United-States,>50K
*,No-Degree,Not-Partnered,Asian-Pac-Islander,Private,10,Craft-repair,Own-child,Male,0,1980,40,Philippines,<=50K
*,Degree,Partnered,White,Private,14,Prof-specialty,Husband,Male,0,0,50,United-States,>50K
*,No-Degree,Not-Partnered,Black,Local-gov,9,Farming-fishing,Not-in-family,Male,594,0,60,United-States,<=50K
*,No-Degree,Not-Partnered,White,Local-gov,10,Protective-serv,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Adm-clerical,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Local-gov,10,Adm-clerical,Wife,Female,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Prof-specialty,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Adm-clerical,Not-in-family,Female,0,0,28,United-States,<=50K
*,No-Degree,Not-Partnered,White,Federal-gov,9,Armed-Forces,Own-child,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Prof-specialty,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,5,Craft-repair,Other-relative,Male,0,0,40,Mexico,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Sales,Not-in-family,Male,0,0,35,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,9,Exec-managerial,Unmarried,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,Amer-Indian-Eskimo,Private,9,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Machine-op-inspct,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,?,7,?,Own-child,Female,0,0,5,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,9,Machine-op-inspct,Own-child,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-inc,10,Craft-repair,Husband,Male,0,0,55,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,0,0,40,United-States,>50K
*,Degree,Partnered,Black,Private,12,Exec-managerial,Husband,Male,0,0,40,?,>50K
*,No-Degree,Partnered,White,Self-emp-not-inc,9,Sales,Wife,Female,0,0,40,United-States,>50K
*,Degree,Partnered,Asian-Pac-Islander,Private,11,Machine-op-inspct,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Exec-managerial,Wife,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,Black,Private,10,Transport-moving,Husband,Male,0,0,50,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Transport-moving,Husband,Male,0,0,60,United-States,<=50K
*,No-Degree,Partnered,White,?,10,?,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,12,Farming-fishing,Own-child,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,Black,Local-gov,9,Transport-moving,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,13,Prof-specialty,Husband,Male,0,0,50,United-States,<=50K
*,No-Degree,Partnered,White,Private,2,Craft-repair,Unmarried,Male,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Tech-support,Not-in-family,Female,0,0,20,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Adm-clerical,Wife,Female,0,0,60,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Transport-moving,Unmarried,Male,0,0,40,United-States,<=50K
